Toss Fair_Probability Biased_Probability
2227 0.510103 0.686574
2228 0.509874 0.686715
2229 0.509646 0.686855
2230 0.509865 0.686996
2231 0.510085 0.687136
2232 0.510305 0.686828
2233 0.510524 0.686968
2234 0.510743 0.687108
2235 0.510962 0.686801
2236 0.511181 0.686941
2237 0.511399 0.686634
2238 0.511171 0.686774
2239 0.510942 0.686914
2240 0.510714 0.687054
2241 0.510486 0.687193
2242 0.510259 0.687333
2243 0.510477 0.687026
2244 0.510695 0.687166
2245 0.510913 0.687305
2246 0.511131 0.686999
2247 0.511348 0.686693
2248 0.511121 0.686388
2249 0.510894 0.686527
2250 0.510667 0.686667
2251 0.510440 0.686806
2252 0.510657 0.686945
2253 0.510874 0.687084
2254 0.511091 0.687223
2255 0.511308 0.687361
2256 0.511082 0.687500
2257 0.511298 0.687638
2258 0.511515 0.687777
2259 0.511731 0.687915
2260 0.511947 0.687611
2261 0.511720 0.687749
2262 0.511936 0.687887
2263 0.511710 0.688025
2264 0.511484 0.687721
2265 0.511700 0.687859
2266 0.511915 0.687555
2267 0.511689 0.687252
2268 0.511905 0.687390
2269 0.512120 0.687528
2270 0.511894 0.687665
2271 0.512109 0.687803
2272 0.511884 0.687500
2273 0.511659 0.687637
2274 0.511434 0.687775
2275 0.511648 0.687912
2276 0.511424 0.688049
2277 0.511199 0.688186
2278 0.511414 0.688323
2279 0.511628 0.688460
2280 0.511842 0.688158
2281 0.512056 0.688295
2282 0.511832 0.688431
2283 0.512046 0.688130
2284 0.511821 0.687828
2285 0.511597 0.687965
2286 0.511811 0.687664
2287 0.511587 0.687801
2288 0.511364 0.687937
2289 0.511140 0.687637
2290 0.510917 0.687336
2291 0.510694 0.687473
2292 0.510471 0.687609
2293 0.510249 0.687745
2294 0.510462 0.687881
2295 0.510675 0.688017
2296 0.510889 0.688153
2297 0.511101 0.687854
2298 0.510879 0.687990
2299 0.510657 0.688125
2300 0.510870 0.688261
2301 0.510648 0.688396
2302 0.510426 0.688532
2303 0.510638 0.688667
2304 0.510851 0.688802
2305 0.510629 0.688503
2306 0.510841 0.688638
2307 0.511053 0.688773
2308 0.510832 0.688908
2309 0.510611 0.689043
2310 0.510823 0.689177
2311 0.511034 0.689312
2312 0.511246 0.689446
2313 0.511457 0.689581
2314 0.511668 0.689715
2315 0.511879 0.689849
2316 0.511658 0.689983
2317 0.511869 0.690117
2318 0.512079 0.689819
2319 0.511859 0.689521
2320 0.511638 0.689224
2321 0.511848 0.689358
2322 0.511628 0.689492
2323 0.511838 0.689195
2324 0.511618 0.688898
2325 0.511828 0.689032
2326 0.511608 0.689166
2327 0.511388 0.689300
2328 0.511598 0.689433
2329 0.511378 0.689566
2330 0.511159 0.689700
2331 0.510940 0.689833
2332 0.511149 0.689537
2333 0.510930 0.689241
2334 0.511140 0.689374
2335 0.510921 0.689079
2336 0.511130 0.689212
2337 0.510911 0.689345
2338 0.510693 0.689478
2339 0.510475 0.689183
2340 0.510256 0.688889
2341 0.510466 0.689022
2342 0.510248 0.689155
2343 0.510457 0.689287
2344 0.510666 0.689420
2345 0.510874 0.689552
2346 0.510656 0.689685
2347 0.510439 0.689391
2348 0.510221 0.689523
2349 0.510004 0.689229
2350 0.509787 0.689362
2351 0.509996 0.689494
2352 0.509779 0.689201
2353 0.509562 0.689333
2354 0.509771 0.689465
2355 0.509979 0.689597
2356 0.509762 0.689304
2357 0.509970 0.689436
2358 0.509754 0.689567
2359 0.509962 0.689699
2360 0.510169 0.689831
2361 0.510377 0.689538
2362 0.510161 0.689670
2363 0.509945 0.689801
2364 0.510152 0.689932
2365 0.510359 0.689641
2366 0.510566 0.689772
2367 0.510351 0.689903
2368 0.510135 0.690034
2369 0.510342 0.690165
2370 0.510549 0.690295
2371 0.510333 0.690426
2372 0.510540 0.690135
2373 0.510746 0.690265
2374 0.510952 0.690396
2375 0.511158 0.690526
2376 0.510943 0.690236
2377 0.511149 0.690366
2378 0.511354 0.690496
2379 0.511559 0.690626
2380 0.511765 0.690756
2381 0.511970 0.690886
2382 0.512175 0.691016
2383 0.511960 0.690726
2384 0.511745 0.690856
2385 0.511530 0.690985
2386 0.511735 0.691115
2387 0.511521 0.690825
2388 0.511725 0.690536
2389 0.511511 0.690247
2390 0.511715 0.690377
2391 0.511501 0.690506
2392 0.511288 0.690635
2393 0.511492 0.690347
2394 0.511696 0.690058
2395 0.511482 0.689770
2396 0.511686 0.689900
2397 0.511890 0.689612
2398 0.511676 0.689741
2399 0.511463 0.689871
2400 0.511250 0.690000
2401 0.511454 0.690129
2402 0.511657 0.689842
2403 0.511860 0.689555
2404 0.511647 0.689684
2405 0.511850 0.689813
2406 0.512053 0.689942
2407 0.511840 0.690071
2408 0.511628 0.690199
2409 0.511416 0.690328
2410 0.511618 0.690456
2411 0.511821 0.690170
2412 0.512023 0.690299
2413 0.512225 0.690427
2414 0.512013 0.690141
2415 0.512215 0.690269
2416 0.512417 0.689983
2417 0.512205 0.690112
2418 0.511993 0.690240
2419 0.511782 0.690368
2420 0.511983 0.690496
2421 0.511772 0.690624
2422 0.511561 0.690339
2423 0.511350 0.690466
2424 0.511139 0.690182
2425 0.510928 0.689897
2426 0.511129 0.690025
2427 0.510919 0.690152
2428 0.510708 0.689868
2429 0.510498 0.689996
2430 0.510700 0.690123
2431 0.510490 0.690251
2432 0.510691 0.690378
2433 0.510481 0.690095
2434 0.510271 0.690222
2435 0.510062 0.689938
2436 0.509852 0.690066
2437 0.509643 0.690193
2438 0.509844 0.690320
2439 0.510045 0.690037
2440 0.510246 0.689754
2441 0.510037 0.689881
2442 0.509828 0.690008
2443 0.510029 0.690135
2444 0.509820 0.690262
2445 0.510020 0.690389
2446 0.510221 0.690515
2447 0.510012 0.690233
2448 0.509804 0.690359
2449 0.509596 0.690078
2450 0.509388 0.689796
2451 0.509588 0.689514
2452 0.509788 0.689233
2453 0.509988 0.688952
2454 0.510187 0.689079
2455 0.509980 0.688798
2456 0.509772 0.688518
2457 0.509565 0.688645
2458 0.509357 0.688365
2459 0.509557 0.688491
2460 0.509756 0.688618
2461 0.509955 0.688744
2462 0.510154 0.688871
2463 0.510353 0.688997
2464 0.510146 0.689123
2465 0.509939 0.688844
2466 0.509732 0.688970
2467 0.509526 0.689096
2468 0.509319 0.689222
2469 0.509113 0.688943
2470 0.508907 0.689069
2471 0.508701 0.688790
2472 0.508900 0.688916
2473 0.509098 0.689042
2474 0.508892 0.689167
2475 0.508687 0.688889
2476 0.508885 0.688611
2477 0.509084 0.688736
2478 0.509282 0.688862
2479 0.509076 0.688987
2480 0.509274 0.688710
2481 0.509472 0.688432
2482 0.509267 0.688155
2483 0.509464 0.688280
2484 0.509662 0.688406
2485 0.509859 0.688531
2486 0.510056 0.688656
2487 0.509851 0.688380
2488 0.509646 0.688103
2489 0.509442 0.688228
2490 0.509237 0.687952
2491 0.509033 0.688077
2492 0.508828 0.688202
2493 0.508624 0.688327
2494 0.508420 0.688452
2495 0.508216 0.688577
2496 0.508413 0.688702
2497 0.508610 0.688827
2498 0.508407 0.688951
2499 0.508603 0.689076
2500 0.508800 0.689200
2501 0.508996 0.688924
2502 0.508793 0.689049
2503 0.508989 0.689173
2504 0.508786 0.688898
2505 0.508583 0.689022
2506 0.508779 0.688747
2507 0.508975 0.688871
2508 0.509171 0.688995
2509 0.509366 0.688721
2510 0.509163 0.688845
2511 0.508961 0.688570
2512 0.509156 0.688694
2513 0.509351 0.688818
2514 0.509149 0.688544
2515 0.508946 0.688668
2516 0.509141 0.688792
2517 0.509337 0.688915
2518 0.509531 0.689039
2519 0.509726 0.689162
2520 0.509921 0.689286
2521 0.509718 0.689409
2522 0.509913 0.689532
2523 0.509711 0.689259
2524 0.509509 0.688986
2525 0.509307 0.689109
2526 0.509105 0.689232
2527 0.509300 0.689355
2528 0.509494 0.689478
2529 0.509688 0.689205
2530 0.509881 0.689328
2531 0.510075 0.689451
2532 0.510269 0.689573
2533 0.510067 0.689301
2534 0.509866 0.689029
2535 0.510059 0.689152
2536 0.509858 0.689274
2537 0.509657 0.689397
2538 0.509850 0.689519
2539 0.510043 0.689248
2540 0.509843 0.688976
2541 0.509642 0.689099
2542 0.509441 0.689221
2543 0.509241 0.689343
2544 0.509041 0.689465
2545 0.508841 0.689587
2546 0.509034 0.689709
2547 0.509227 0.689439
2548 0.509027 0.689168
2549 0.509219 0.689290
2550 0.509412 0.689020
2551 0.509604 0.689142
2552 0.509796 0.689263
2553 0.509988 0.689385
2554 0.510180 0.689507
2555 0.510372 0.689628
2556 0.510172 0.689358
2557 0.509973 0.689480
2558 0.509773 0.689601
2559 0.509574 0.689723
2560 0.509766 0.689844
2561 0.509957 0.689574
2562 0.510148 0.689305
2563 0.510339 0.689426
2564 0.510140 0.689158
2565 0.510331 0.689279
2566 0.510133 0.689400
2567 0.510323 0.689521
2568 0.510514 0.689642
2569 0.510705 0.689763
2570 0.510506 0.689883
2571 0.510307 0.690004
2572 0.510109 0.690124
2573 0.510299 0.690245
2574 0.510490 0.690365
2575 0.510680 0.690485
2576 0.510481 0.690606
2577 0.510283 0.690726
2578 0.510085 0.690846
2579 0.509888 0.690965
2580 0.510078 0.690698
2581 0.510267 0.690818
2582 0.510457 0.690937
2583 0.510259 0.690670
2584 0.510062 0.690402
2585 0.510251 0.690522
2586 0.510054 0.690255
2587 0.510244 0.689988
2588 0.510046 0.690108
2589 0.509849 0.690228
2590 0.510039 0.689961
2591 0.509842 0.690081
2592 0.510031 0.690201
2593 0.509834 0.690320
2594 0.509638 0.690439
2595 0.509827 0.690559
2596 0.510015 0.690293
2597 0.510204 0.690027
2598 0.510008 0.689761
2599 0.510196 0.689881
2600 0.510000 0.690000
2601 0.510188 0.690119
2602 0.510377 0.690238
2603 0.510565 0.689973
2604 0.510369 0.690092
2605 0.510173 0.689827
2606 0.510361 0.689563
2607 0.510549 0.689682
2608 0.510353 0.689801
2609 0.510540 0.689536
2610 0.510728 0.689272
2611 0.510915 0.689391
2612 0.510720 0.689127
2613 0.510524 0.689246
2614 0.510329 0.689365
2615 0.510134 0.689484
2616 0.509939 0.689602
2617 0.509744 0.689339
2618 0.509931 0.689076
2619 0.510118 0.689194
2620 0.509924 0.689313
2621 0.509729 0.689432
2622 0.509916 0.689550
2623 0.510103 0.689668
2624 0.510290 0.689787
2625 0.510095 0.689905
2626 0.509901 0.690023
2627 0.509707 0.690141
2628 0.509513 0.689878
2629 0.509700 0.689996
2630 0.509886 0.690114
2631 0.510072 0.690232
2632 0.509878 0.690350
2633 0.510065 0.690087
2634 0.509871 0.689825
2635 0.509677 0.689943
2636 0.509863 0.689681
2637 0.509670 0.689799
2638 0.509477 0.689538
2639 0.509284 0.689655
2640 0.509470 0.689773
2641 0.509655 0.689890
2642 0.509463 0.689629
2643 0.509648 0.689368
2644 0.509455 0.689107
2645 0.509641 0.689225
2646 0.509826 0.688964
2647 0.510011 0.689082
2648 0.510196 0.689199
2649 0.510004 0.688939
2650 0.510189 0.688679
2651 0.510373 0.688419
2652 0.510181 0.688160
2653 0.510366 0.688277
2654 0.510173 0.688395
2655 0.510358 0.688512
2656 0.510166 0.688630
2657 0.510350 0.688747
2658 0.510534 0.688864
2659 0.510718 0.688981
2660 0.510526 0.689098
2661 0.510710 0.689215
2662 0.510518 0.689331
2663 0.510327 0.689072
2664 0.510511 0.688814
2665 0.510319 0.688555
2666 0.510128 0.688672
2667 0.510311 0.688789
2668 0.510495 0.688906
2669 0.510678 0.689022
2670 0.510861 0.688764
2671 0.511045 0.688506
2672 0.511228 0.688623
2673 0.511410 0.688365
2674 0.511219 0.688482
2675 0.511402 0.688598
2676 0.511584 0.688341
2677 0.511393 0.688084
2678 0.511202 0.688200
2679 0.511385 0.688317
2680 0.511567 0.688060
2681 0.511749 0.688176
2682 0.511559 0.688292
2683 0.511368 0.688408
2684 0.511550 0.688152
2685 0.511732 0.687896
2686 0.511541 0.688012
2687 0.511351 0.688128
2688 0.511161 0.687872
2689 0.510971 0.687616
2690 0.511152 0.687732
2691 0.510962 0.687848
2692 0.510773 0.687964
2693 0.510954 0.688080
2694 0.511136 0.688196
2695 0.511317 0.688312
2696 0.511499 0.688056
2697 0.511309 0.687801
2698 0.511490 0.687917
2699 0.511671 0.687662
2700 0.511481 0.687407
2701 0.511662 0.687523
2702 0.511473 0.687269
2703 0.511654 0.687384
2704 0.511464 0.687500
2705 0.511645 0.687616
2706 0.511456 0.687731
2707 0.511636 0.687477
2708 0.511817 0.687592
2709 0.511628 0.687708
2710 0.511808 0.687823
2711 0.511988 0.687938
2712 0.512168 0.688053
2713 0.512348 0.687799
2714 0.512159 0.687546
2715 0.511971 0.687293
2716 0.511782 0.687040
2717 0.511962 0.687155
2718 0.512141 0.687270
2719 0.511953 0.687385
2720 0.512132 0.687132
2721 0.512312 0.686880
2722 0.512491 0.686995
2723 0.512670 0.686743
2724 0.512482 0.686858
2725 0.512294 0.686606
2726 0.512472 0.686354
2727 0.512285 0.686469
2728 0.512463 0.686584
2729 0.512642 0.686698
2730 0.512821 0.686813
2731 0.512999 0.686562
2732 0.513177 0.686676
2733 0.513355 0.686791
2734 0.513168 0.686906
2735 0.512980 0.687020
2736 0.513158 0.687135
2737 0.513336 0.687249
2738 0.513148 0.687363
2739 0.512961 0.687112
2740 0.513139 0.686861
2741 0.512951 0.686611
2742 0.513129 0.686360
2743 0.513307 0.686110
2744 0.513484 0.686224
2745 0.513661 0.686339
2746 0.513474 0.686453
2747 0.513651 0.686203
2748 0.513828 0.685953
2749 0.513641 0.686068
2750 0.513818 0.686182
2751 0.513995 0.686296
2752 0.514172 0.686410
2753 0.514348 0.686161
2754 0.514524 0.685911
2755 0.514701 0.686025
2756 0.514514 0.685776
2757 0.514690 0.685890
2758 0.514866 0.685642
2759 0.515042 0.685756
2760 0.514855 0.685870
2761 0.514669 0.685983
2762 0.514482 0.685735
2763 0.514658 0.685849
2764 0.514834 0.685962
2765 0.514647 0.686076
2766 0.514823 0.686189
2767 0.514637 0.686303
2768 0.514812 0.686416
2769 0.514626 0.686529
2770 0.514440 0.686643
2771 0.514255 0.686395
2772 0.514069 0.686147
2773 0.513884 0.686260
2774 0.513699 0.686373
2775 0.513514 0.686486
2776 0.513689 0.686599
2777 0.513864 0.686712
2778 0.514039 0.686825
2779 0.514214 0.686938
2780 0.514388 0.687050
2781 0.514563 0.686803
2782 0.514378 0.686556
2783 0.514193 0.686310
2784 0.514009 0.686422
2785 0.514183 0.686535
2786 0.514358 0.686648
2787 0.514532 0.686760
2788 0.514706 0.686872
2789 0.514521 0.686985
2790 0.514337 0.687097
2791 0.514511 0.686851
2792 0.514327 0.686963
2793 0.514142 0.686717
2794 0.513958 0.686829
2795 0.514132 0.686941
2796 0.513948 0.687053
2797 0.513765 0.686807
2798 0.513939 0.686919
2799 0.514112 0.687031
2800 0.514286 0.687143
2801 0.514459 0.686898
2802 0.514276 0.687009
2803 0.514449 0.686764
2804 0.514622 0.686876
2805 0.514439 0.686988
2806 0.514612 0.686743
2807 0.514428 0.686498
2808 0.514245 0.686610
2809 0.514062 0.686721
2810 0.514235 0.686477
2811 0.514052 0.686588
2812 0.514225 0.686700
2813 0.514397 0.686811
2814 0.514570 0.686567
2815 0.514742 0.686679
2816 0.514560 0.686790
2817 0.514732 0.686901
2818 0.514549 0.687012
2819 0.514722 0.686768
2820 0.514539 0.686525
2821 0.514711 0.686281
2822 0.514883 0.686393
2823 0.515055 0.686149
2824 0.515227 0.686261
2825 0.515398 0.686372
2826 0.515570 0.686129
2827 0.515387 0.685886
2828 0.515205 0.685997
2829 0.515376 0.686108
2830 0.515194 0.685866
2831 0.515366 0.685977
2832 0.515184 0.686088
2833 0.515002 0.686198
2834 0.515173 0.686309
2835 0.515344 0.686420
2836 0.515162 0.686530
2837 0.514981 0.686641
2838 0.515152 0.686751
2839 0.515322 0.686862
2840 0.515493 0.686972
2841 0.515312 0.687082
2842 0.515130 0.687192
2843 0.514949 0.687302
2844 0.515120 0.687060
2845 0.515290 0.687170
2846 0.515460 0.687280
2847 0.515630 0.687390
2848 0.515449 0.687500
2849 0.515620 0.687259
2850 0.515789 0.687368
2851 0.515959 0.687478
2852 0.516129 0.687588
2853 0.516299 0.687347
2854 0.516468 0.687456
2855 0.516637 0.687566
2856 0.516457 0.687675
2857 0.516626 0.687784
2858 0.516445 0.687544
2859 0.516614 0.687303
2860 0.516434 0.687413
2861 0.516603 0.687522
2862 0.516422 0.687282
2863 0.516242 0.687042
2864 0.516411 0.687151
2865 0.516230 0.686911
2866 0.516050 0.687020
2867 0.515870 0.686781
2868 0.516039 0.686890
2869 0.516208 0.686999
2870 0.516376 0.687108
2871 0.516545 0.686869
2872 0.516365 0.686630
2873 0.516533 0.686739
2874 0.516701 0.686848
2875 0.516522 0.686957
2876 0.516690 0.687065
2877 0.516858 0.687174
2878 0.516678 0.686935
2879 0.516846 0.686697
2880 0.516667 0.686806
2881 0.516487 0.686914
2882 0.516308 0.687023
2883 0.516129 0.687131
2884 0.515950 0.687240
2885 0.516118 0.687002
2886 0.515939 0.686764
2887 0.516107 0.686526
2888 0.515928 0.686634
2889 0.516096 0.686743
2890 0.516263 0.686851
2891 0.516084 0.686960
2892 0.516252 0.686722
2893 0.516073 0.686485
2894 0.516240 0.686593
2895 0.516408 0.686701
2896 0.516575 0.686809
2897 0.516741 0.686572
2898 0.516563 0.686680
2899 0.516385 0.686789
2900 0.516207 0.686897
2901 0.516029 0.686660
2902 0.515851 0.686423
2903 0.515673 0.686531
2904 0.515496 0.686295
2905 0.515663 0.686059
2906 0.515829 0.686167
2907 0.515652 0.685931
2908 0.515818 0.686039
2909 0.515641 0.686146
2910 0.515808 0.685911
2911 0.515974 0.686019
2912 0.516140 0.685783
2913 0.516306 0.685891
2914 0.516472 0.685655
2915 0.516638 0.685420
2916 0.516804 0.685528
2917 0.516969 0.685636
2918 0.517135 0.685401
2919 0.516958 0.685166
2920 0.517123 0.685274
2921 0.516946 0.685382
2922 0.516769 0.685147
2923 0.516935 0.685255
2924 0.517100 0.685363
2925 0.516923 0.685470
2926 0.516746 0.685578
2927 0.516570 0.685685
2928 0.516393 0.685451
2929 0.516559 0.685217
2930 0.516724 0.685324
2931 0.516547 0.685432
2932 0.516371 0.685539
2933 0.516536 0.685646
2934 0.516701 0.685412
2935 0.516525 0.685179
2936 0.516689 0.685286
2937 0.516513 0.685053
2938 0.516338 0.685160
2939 0.516502 0.685267
2940 0.516327 0.685374
2941 0.516491 0.685481
2942 0.516315 0.685248
2943 0.516480 0.685355
2944 0.516304 0.685462
2945 0.516129 0.685569
2946 0.516293 0.685675
2947 0.516118 0.685782
2948 0.516282 0.685889
2949 0.516446 0.685995
2950 0.516271 0.686102
2951 0.516435 0.685869
2952 0.516599 0.685637
2953 0.516424 0.685743
2954 0.516249 0.685850
2955 0.516413 0.685956
2956 0.516238 0.686062
2957 0.516064 0.686168
2958 0.516227 0.686275
2959 0.516391 0.686381
2960 0.516554 0.686486
2961 0.516717 0.686255
2962 0.516880 0.686023
2963 0.516706 0.686129
2964 0.516532 0.686235
2965 0.516695 0.686003
2966 0.516858 0.686109
2967 0.516684 0.686215
2968 0.516846 0.686321
2969 0.516672 0.686426
2970 0.516498 0.686532
2971 0.516324 0.686301
2972 0.516487 0.686070
2973 0.516313 0.685839
2974 0.516476 0.685609
2975 0.516303 0.685714
2976 0.516465 0.685820
2977 0.516627 0.685925
2978 0.516790 0.686031
2979 0.516952 0.686136
2980 0.517114 0.686242
2981 0.516941 0.686347
2982 0.517103 0.686117
2983 0.516929 0.686222
2984 0.517091 0.686327
2985 0.517253 0.686432
2986 0.517080 0.686537
2987 0.517241 0.686642
2988 0.517403 0.686412
2989 0.517230 0.686183
2990 0.517391 0.686288
2991 0.517553 0.686058
2992 0.517380 0.686163
2993 0.517207 0.686268
2994 0.517368 0.686039
2995 0.517195 0.686144
2996 0.517023 0.685915
2997 0.516850 0.686019
2998 0.516678 0.686124
2999 0.516506 0.686229
3000 0.516333 0.686000
3001 0.516161 0.685771
3002 0.515989 0.685876
3003 0.516151 0.685648
3004 0.515979 0.685752
3005 0.516140 0.685524
3006 0.516301 0.685629
3007 0.516462 0.685401
3008 0.516290 0.685173
3009 0.516451 0.685278
3010 0.516611 0.685382
3011 0.516772 0.685487
3012 0.516600 0.685591
3013 0.516761 0.685695
3014 0.516921 0.685800
3015 0.517081 0.685904
3016 0.517241 0.686008
3017 0.517070 0.686112
3018 0.516899 0.685885
3019 0.517059 0.685989
3020 0.517219 0.686093
3021 0.517047 0.686197
3022 0.517207 0.685970
3023 0.517367 0.686073
3024 0.517526 0.686177
3025 0.517686 0.685950
3026 0.517845 0.685724
3027 0.518005 0.685497
3028 0.517834 0.685601
3029 0.517663 0.685705
3030 0.517492 0.685479
3031 0.517651 0.685582
3032 0.517480 0.685686
3033 0.517310 0.685790
3034 0.517469 0.685893
3035 0.517298 0.685997
3036 0.517128 0.685771
3037 0.517287 0.685545
3038 0.517446 0.685319
3039 0.517275 0.685423
3040 0.517434 0.685526
3041 0.517264 0.685301
3042 0.517094 0.685404
3043 0.516924 0.685508
3044 0.516754 0.685611
3045 0.516585 0.685714
3046 0.516743 0.685817
3047 0.516902 0.685592
3048 0.516732 0.685696
3049 0.516563 0.685471
3050 0.516721 0.685574
3051 0.516880 0.685677
3052 0.516710 0.685780
3053 0.516869 0.685883
3054 0.517027 0.685658
3055 0.517185 0.685761
3056 0.517343 0.685864
3057 0.517174 0.685967
3058 0.517005 0.685742
3059 0.516836 0.685518
3060 0.516993 0.685621
3061 0.517151 0.685724
3062 0.516982 0.685500
3063 0.517140 0.685276
3064 0.517298 0.685379
3065 0.517455 0.685481
3066 0.517613 0.685584
3067 0.517444 0.685360
3068 0.517275 0.685463
3069 0.517107 0.685565
3070 0.517264 0.685668
3071 0.517421 0.685444
3072 0.517578 0.685547
3073 0.517410 0.685649
3074 0.517241 0.685751
3075 0.517073 0.685854
3076 0.517230 0.685956
3077 0.517387 0.685733
3078 0.517544 0.685835
3079 0.517701 0.685937
3080 0.517857 0.685714
3081 0.518014 0.685816
3082 0.517846 0.685918
3083 0.517678 0.685696
3084 0.517510 0.685473
3085 0.517342 0.685575
3086 0.517498 0.685677
3087 0.517655 0.685455
3088 0.517811 0.685557
3089 0.517967 0.685335
3090 0.518123 0.685113
3091 0.518279 0.684892
3092 0.518111 0.684670
3093 0.518267 0.684772
3094 0.518423 0.684874
3095 0.518255 0.684976
3096 0.518088 0.685078
3097 0.517921 0.684856
3098 0.517753 0.684958
3099 0.517909 0.685060
3100 0.517742 0.684839
3101 0.517897 0.684940
3102 0.518053 0.684720
3103 0.518208 0.684499
3104 0.518363 0.684278
3105 0.518519 0.684058
3106 0.518674 0.683838
3107 0.518828 0.683939
3108 0.518662 0.683719
3109 0.518816 0.683821
3110 0.518650 0.683601
3111 0.518804 0.683703
3112 0.518638 0.683805
3113 0.518792 0.683906
3114 0.518947 0.684008
3115 0.519101 0.683788
3116 0.518935 0.683890
3117 0.519089 0.683991
3118 0.519243 0.683772
3119 0.519077 0.683873
3120 0.519231 0.683974
3121 0.519064 0.684076
3122 0.518898 0.684177
3123 0.519052 0.684278
3124 0.519206 0.684379
3125 0.519040 0.684480
3126 0.519194 0.684261
3127 0.519028 0.684362
3128 0.519182 0.684463
3129 0.519335 0.684564
3130 0.519489 0.684345
3131 0.519642 0.684446
3132 0.519476 0.684547
3133 0.519630 0.684328
3134 0.519464 0.684429
3135 0.519298 0.684211
3136 0.519133 0.683992
3137 0.519286 0.683774
3138 0.519120 0.683875
3139 0.519274 0.683657
3140 0.519427 0.683439
3141 0.519580 0.683222
3142 0.519414 0.683323
3143 0.519567 0.683423
3144 0.519720 0.683524
3145 0.519873 0.683625
3146 0.519708 0.683408
3147 0.519542 0.683190
3148 0.519695 0.682973
3149 0.519530 0.683074
3150 0.519365 0.683175
3151 0.519518 0.682958
3152 0.519670 0.682741
3153 0.519505 0.682842
3154 0.519658 0.682942
3155 0.519810 0.683043
3156 0.519962 0.683143
3157 0.520114 0.682927
3158 0.519949 0.683027
3159 0.520101 0.683128
3160 0.520253 0.682911
3161 0.520089 0.683012
3162 0.520240 0.683112
3163 0.520076 0.682896
3164 0.519912 0.682996
3165 0.520063 0.683096
3166 0.520215 0.682881
3167 0.520051 0.682981
3168 0.519886 0.683081
3169 0.519722 0.683181
3170 0.519558 0.683281
3171 0.519395 0.683381
3172 0.519546 0.683480
3173 0.519697 0.683580
3174 0.519849 0.683680
3175 0.519685 0.683780
3176 0.519836 0.683879
3177 0.519673 0.683979
3178 0.519824 0.684078
3179 0.519660 0.683863
3180 0.519811 0.683962
3181 0.519648 0.684062
3182 0.519799 0.684161
3183 0.519636 0.684260
3184 0.519472 0.684359
3185 0.519309 0.684458
3186 0.519460 0.684557
3187 0.519611 0.684656
3188 0.519448 0.684755
3189 0.519285 0.684854
3190 0.519436 0.684639
3191 0.519586 0.684738
3192 0.519424 0.684837
3193 0.519574 0.684936
3194 0.519411 0.685034
3195 0.519249 0.684820
3196 0.519399 0.684919
3197 0.519237 0.685017
3198 0.519074 0.684803
3199 0.519225 0.684589
3200 0.519375 0.684688
3201 0.519525 0.684786
3202 0.519675 0.684572
3203 0.519825 0.684671
3204 0.519975 0.684769
3205 0.520125 0.684867
3206 0.520274 0.684966
3207 0.520424 0.684752
3208 0.520574 0.684850
3209 0.520411 0.684949
3210 0.520561 0.684735
3211 0.520710 0.684833
3212 0.520548 0.684932
3213 0.520386 0.685030
3214 0.520535 0.684816
3215 0.520373 0.684603
3216 0.520522 0.684391
3217 0.520361 0.684489
3218 0.520199 0.684587
3219 0.520348 0.684685
3220 0.520186 0.684783
3221 0.520025 0.684570
3222 0.519863 0.684668
3223 0.520012 0.684455
3224 0.519851 0.684243
3225 0.520000 0.684341
3226 0.519839 0.684129
3227 0.519988 0.683917
3228 0.519827 0.684015
3229 0.519975 0.684113
3230 0.520124 0.684211
3231 0.520272 0.683999
3232 0.520111 0.684097
3233 0.520260 0.684194
3234 0.520408 0.684292
3235 0.520556 0.684389
3236 0.520705 0.684487
3237 0.520544 0.684584
3238 0.520383 0.684682
3239 0.520222 0.684471
3240 0.520370 0.684568
3241 0.520518 0.684357
3242 0.520666 0.684454
3243 0.520814 0.684243
3244 0.520962 0.684340
3245 0.520801 0.684129
3246 0.520641 0.684227
3247 0.520788 0.684324
3248 0.520628 0.684113
3249 0.520776 0.684211
3250 0.520615 0.684308
3251 0.520763 0.684097
3252 0.520910 0.684194
3253 0.521057 0.683984
3254 0.520897 0.683774
3255 0.521045 0.683871
3256 0.520885 0.683968
3257 0.521032 0.684065
3258 0.520872 0.684162
3259 0.520712 0.684259
3260 0.520859 0.684356
3261 0.521006 0.684453
3262 0.521153 0.684243
3263 0.520993 0.684340
3264 0.521140 0.684130
3265 0.520980 0.684227
3266 0.520821 0.684323
3267 0.520661 0.684420
3268 0.520808 0.684211
3269 0.520954 0.684307
3270 0.520795 0.684098
3271 0.520942 0.683889
3272 0.521088 0.683985
3273 0.520929 0.684082
3274 0.521075 0.684178
3275 0.521221 0.684275
3276 0.521368 0.684371
3277 0.521208 0.684162
3278 0.521049 0.684259
3279 0.521195 0.684355
3280 0.521341 0.684451
3281 0.521487 0.684243
3282 0.521633 0.684339
3283 0.521474 0.684130
3284 0.521620 0.684227
3285 0.521766 0.684018
3286 0.521607 0.684114
3287 0.521448 0.683906
3288 0.521594 0.684002
3289 0.521739 0.684099
3290 0.521884 0.683891
3291 0.522030 0.683987
3292 0.522175 0.683779
3293 0.522016 0.683571
3294 0.522162 0.683667
3295 0.522307 0.683763
3296 0.522451 0.683556
3297 0.522293 0.683348
3298 0.522135 0.683141
3299 0.521976 0.683237
3300 0.521818 0.683333
3301 0.521660 0.683126
